,id,name,followers,popularity,genres,chart_hits,top_chart
28686,4D3Rik34ofGp07ieu9zENY,Aravind Srinivas,336.0,28,[],,
28687,1RyL0XkHD97AbJVSvkPTGA,Robert Getchell,68.0,31,[],,
28688,5QpiOYuxf2oqst8hILxnHM,Daniel Chan,23969.0,46,"['c-pop', 'cantopop', 'classic cantopop', 'classic mandopop', 'mandopop']",['hk (1)'],hk
28689,0WJTTlIjjKvee1iq0PdpWb,Cheb Hamidou,63244.0,33,"['rai', 'rai algerien']",,
28690,1GtZbseNStljOLGycLUbpA,Ragazzi,158508.0,49,"['latin pop', 'mexican pop']",,
28691,1MIfUzoY2n15mLL9NAfcUR,Agustin Casulo,761.0,31,['rap uruguayo'],,
28692,26G02A6A7tpv7O93YgN8em,Jovine,5522.0,27,"['italian reggae', 'rap napoletano']",,
28693,4bJaE7jyTk7YtW7i4Vaxb1,Roxana,2707.0,29,[],,
28694,1j9UZJ4ZN298RsP5rWtLGK,DeadJxhn,13955.0,47,['drift phonk'],,
28695,2eWC3Ckg8BA2MDV2NoHBWd,Daniel Wanrooy,1477.0,27,['progressive trance'],,
28696,12H1Dmi64fAmmARrsyVFzy,Trip Lee,318078.0,50,"['christian hip hop', 'christian trap', 'dfw rap']",,
28697,2vI70V5Tc6jB3d2uzb2UEA,Zhala,7652.0,26,['swedish indie pop'],,
28698,48Nq8S2QJmXf19JsY3k4VC,Kyco,1056.0,33,['german dance'],,
28699,2mvAbMVwkxiZWJXjorKpdK,Amorphous,13673.0,53,[],,
28700,5HGyhzksPEsFkqHGbt5epX,Matias Mareco DJ,2511.0,33,[],,
28701,70c48bioArCGTsN9pH04NT,Osrin,14109.0,28,['swedish tropical house'],,
28702,3f3arlHjayjOMunTjrMDGk,Giggs,1936.0,24,[],,
28703,1pFzH9VOqlXZECmgnGX4Iv,LUM1NA,923.0,23,[],,
28704,0KtaCKmTMIQZsxlOgyNa04,Dune Rats,115958.0,44,"['australian garage punk', 'brisbane punk']",['au (1)'],au
28705,7G9ZUoEjbi5Z2bR5w60S0h,Moka Only,13275.0,39,"['bc underground hip hop', 'canadian hip hop', 'canadian old school hip hop', 'jazz rap', 'underground rap']",,
28706,0nJaMZM8paoA5HEUTUXPqi,Bear's Den,284936.0,59,"['folk-pop', 'indie folk', 'neo mellow', 'stomp and flutter', 'stomp and holler', 'uk americana']","['fr (3)', 'tw (1)', 'tr (1)']",fr
28707,3rNiGadXFR9NyaHAT0utl6,Exclusive Drumz,55.0,21,[],,
28708,32xHy4VQTfTb7lzj6xbrJg,Cristobal,1412.0,38,[],,
28709,4RwbDag6jWIYJnEGH6Wte9,Drew Holcomb & The Neighbors,123077.0,58,"['acoustic pop', 'indie folk', 'indiecoustica', 'neo mellow', 'new americana', 'stomp and holler']",,
28710,47YyZs6zl7kuFE1yw85O6z,Sammy Baby,1145.0,37,[],,
28711,0fpg4Y7Q6ZRDSppLLt7G0n,Mc Tha,102025.0,47,"['funk carioca', 'nova mpb', 'pop lgbtq+ brasileira']",,
28712,66Fb5gJ9SX2WGlqDLUpjux,Alex Goot,232238.0,50,"['channel pop', 'post-teen pop', 'viral pop']",,
28713,0C9ngvfwtgm509SwLjtEwd,Insane Poetry,9618.0,25,['horrorcore'],,
28714,4JKPwxXOAvdUqMR7sMAdXb,Drako,8186.0,32,['atl trap'],,
28715,3MHDCLSV5pQfUNMLHDyPvv,Euphonix,61.0,21,[],,
28716,2J0fKCb5PnAZscvbznaEK3,CostaKent,1051.0,25,['pop rap brasileiro'],,
28717,4cQ6t2SYfuOGQmyeXZQSkg,Dany Bala,9275.0,37,['brega funk'],,
28718,5W6O8zuRvmo0hQ2gvqHPAO,Black,1881.0,21,[],,
28719,0GABmJRgNaIyOYzpslzG2W,Outwild,13055.0,37,"['future bass', 'melodic dubstep', 'pop edm']",,
28720,2nON7IMoqVBIWONZabqWBC,MaaHaa,160.0,38,['telugu hip hop'],,
28721,6Vfc2kpU520XHaSRDRdNCG,Wilfred Lau,26200.0,43,"['c-pop', 'cantopop']",['hk (2)'],hk
28722,5vSyn8YPtgu7qLBRZ1Ari7,Thomas Jack,3353.0,23,[],,
28723,3ua4MYAHmkOM1hL7o0FqIw,Sirena,3565.0,36,[],,
28724,69Iibc3uQ7x2vDeZxTwKCw,Billy F Gibbons,28740.0,46,"['modern blues', 'modern blues rock']",,
28725,27aqqZC6pVIeXCr6QFXhCK,Emdivity,1305.0,35,['slap house'],,
28726,0TyM3s3kbgJM5r3MNAlnKU,LAWER,1226.0,24,[],,
28727,4Vy3q0gDUwclxZYJY1Cv60,Yung Jannky,424.0,37,[],,
28728,0qiu2HDyU3u01mZXg5zS7t,The Futuristics,124.0,25,[],,
28729,1MbU9ik5RPjIzF90y1he0z,Dylan J,8773.0,34,[],,
28730,1Mj01W9PVDoVh7uXqkX0Kj,Joel Madden,768.0,23,[],,
28731,2NjfafEappzvGGGDdMRJMP,Azizi Gibson,143706.0,52,"['dark trap', 'underground hip hop']",,
28732,0LWHFUzXPTl9BDdJHDE001,hoshie star,29042.0,60,['pink noise'],,
28733,7gSjFKpVmDgC2MMsnN8CYq,Jazmine Sullivan,1773591.0,64,"['alternative r&b', 'dance pop', 'hip pop', 'neo soul', 'pop', 'r&b', 'rap', 'urban contemporary']",,
28734,7qPISKHhhKDLZTmYcX7bWd,Stylo G,97782.0,53,"['dancehall', 'modern reggae', 'uk dancehall']",['gb (1)'],gb
28735,0dYPNZqAPGnHiFTTy7qMxL,FEARMUCH,568.0,40,[],,
28736,5V5RsKQpLHwTCovhdCBHkn,Nefertitti Avani,903.0,33,[],,
28737,3mJ9GlkLzj8Ka7Z7EQaCMi,Watsky,348855.0,52,"['abstract hip hop', 'comic', 'pop rap']",,
28738,0UO7aldjXU5OjHiYKXUwrK,DJ Dmoe,216.0,34,[],,
28739,0kXAnE4pbMxme8h4PQndfa,Dj Coach,1601.0,24,['underground amapiano'],,
28740,3pDs57Od1KfGb0RmmWhGtK,Qim Isle,748.0,21,['korean r&b'],,
28741,6CVlmc2tvzoff758MgvAT5,Professor,39966.0,30,[],,
28742,22CSNaDMQIznnBb1BFe2rj,S.O.N.,112.0,25,['rominimal'],,
28743,69Fy7EM9qAFPdKSKLFU66b,Opiuo,97909.0,42,"['glitch', 'glitch hop', 'nz electronic']",,
28744,2pvyE8W9RWESQxkyAWZqgY,Apache,142094.0,60,"['rap conciencia', 'venezuelan hip hop']",,
28745,6I1VB1v1G2PsXdSlnsjPdk,Temilaye,1267.0,29,[],,
28746,3rUqaKQuOgNiClxsadaqD5,Napoleon,8741.0,24,[],,
28747,0ZHa5oY0f2FUDnMfn41M6J,Geechi,0.0,23,[],,
28748,0zceqpBQTndQrTQiTnxZB9,Nidza Afham,759.0,27,[],['my (1)'],my
28749,2MT1u0GqGp2d8XLjY3F8ln,433,2532.0,35,[],,
28750,3QjJx8Yp2mXYoHtiPI7VMI,VCC Left Hand,3725.0,30,"['vietnamese melodic rap', 'vietnamese trap']",,
28751,2xNgzwX6A9orF0QEJph5Eb,Kerim Araz,55390.0,49,"['turkish pop', 'turkish trap pop']",['tr (2)'],tr
28752,1lfrxpB7ux5BPLlsstW8v8,Wuzgut,45.0,39,[],,
28753,0GMDqIa9e2s6S5EiqFHQ98,Felicity,2089.0,25,[],,
28754,6IXt60qaxZsiJc8Jc8zYiI,Mozella,14716.0,31,['acoustic pop'],,
28755,4KaPpMa2dJyBtUS2UoJTyM,Turf Talk,31441.0,30,"['hyphy', 'west coast trap']",,
28756,2EW4LUtzs9hLVAZTRzphS0,Jovan Dhillon,1660.0,33,[],,
28757,1hsYqrWnIThB2oazrWmTOW,Hradistan,4075.0,30,['czech folk'],,
28758,49D8h67pxvvUNGOLKEGjkx,Owain Arwel Hughes,320.0,35,[],,
28759,5PYXKU2PUFplxNjbE3pYU5,Calixte,424.0,37,[],,
28760,1ezmlv4Uk0nyWdF1rLjrJt,Carla Alves,66.0,25,[],,
28761,5Zac830Rf5D42X4G5lIzqs,Miller,305.0,46,[],,
28762,57VQCKnZ9nhS7bvoviXuZK,Kadu Martins,7931.0,60,[],['br (1)'],br
28763,0nmnnGl422TngJtYeEj5vD,Tomita Lab.,38295.0,38,"['japanese jazz', 'japanese jazz fusion', 'japanese jazztronica', 'japanese r&b', 'shibuya-kei']",,
28764,0v1axjG0KwIz3aciZffFMu,Toton Caribo,5409.0,37,['indonesian hip hop'],,
28765,6Ww3OMFzCaO33ulKh1LBFN,Hale,807711.0,60,"['opm', 'pinoy reggae', 'pinoy rock', 'pop rock']",['ph (6)'],ph
28766,1yLqKwEHGhhcjyKhRSo8wH,Alexandra Joner,21253.0,31,['norwegian pop'],['no (5)'],no
28767,6vJFQLD25Df5uZW77gVv0k,Taro Hakase,47181.0,43,['anime score'],,
28768,7gusMvSJRCggGZPV5SDN9K,Samuel L. Jackson,7483.0,33,[],,
28769,55FSN87HIkD8XLdUfmXshU,Kinderlieder und Kindermusik,6111.0,32,['kindermusik'],,
28770,4mS8v6OGLE0fegaoJL1IVw,Nachtbraker,7579.0,26,[],,
28771,3zrHPST249MfIW51N07MiM,Chirie Vegas,6508.0,26,"['spanish hip hop', 'urbano espanol']",,
28772,5dfFr2qhmXQLvHZqg0dynx,Fat Nick,320626.0,55,"['dark trap', 'emo rap', 'underground hip hop', 'vapor trap']",,
28773,0JIlOFjnJSjpxz8mmCBZHx,Anita,2181.0,32,[],,
28774,2BZdRGYmqYAJYPg2juxPG7,Matias Deago,2873.0,39,[],,
28775,1wLLRA70itxEltujaQlLiT,C ARMA,86721.0,44,['german r&b'],"['at (1)', 'de (1)', 'ch (1)']",at
28776,0MaSZtK5rLCLPbMNdWQIL9,WWO,116189.0,45,"['polish alternative rap', 'polish hip hop', 'polish old school hip hop']",,
28777,2vi0mEbkU7fjjyJs1dcukY,The Otherz,20485.0,44,"['brazilian edm', 'brazilian house']",,
28778,5ibzPrRPkXhl9VHzm6C11m,Pavvan,13076.0,38,"['desi hip hop', 'desi pop']",,
28779,69IpNz134fIjeb0E6E8M6X,Eddie Craig,961.0,28,[],,
28780,79V1EiUrtTyJHQNSKXZC7X,Malkit Singh,254190.0,42,"['bhangra', 'classic bhangra', 'desi hip hop']",,
28781,0XyTZ8tZBTUvsB9N2470r0,Joseph Fonseca,99510.0,45,"['latin pop', 'merengue', 'tropical']",,
28782,2DctCFD8X80VeY7WLC86PS,Chinx,183206.0,46,"['queens hip hop', 'trap']",,
28783,0SQDhZLHzJq716WdfRodG7,DJ Pinky,8257.0,43,['cumbia chilena'],,
28784,2qx7K1T3gw9J0JTQnaGnBD,Amsterdam Sinfonietta,5974.0,50,"['chamber orchestra', 'string orchestra']",,
28785,2nHLrRSXFJWJod42bGYxdP,MC CAROL 011,4043.0,49,['funk mtg'],,
28786,6PSmjKj0zyXGZ4TXoq4dSG,The Melody Men,614.0,39,[],,
28787,2D3CXS70FRMw2FIkchBQdH,Casper & B.,744.0,26,[],,
28788,656sFhsnTuJ79P7apmFSVc,MC Cego Abusado,78177.0,42,['brega funk'],['br (1)'],br
28789,10pGIFkttwRnBcsljjHVoz,Dayce,319.0,32,[],,
28790,0kDxfqbKHIyyCe1XhEiGaW,Angelino Panebianco,253.0,21,[],,
28791,3yVK2HqNKKReejFoMLfXYw,Shelo,13165.0,35,['mambo chileno'],,
28792,0dswN69mvtfnBkONPK7ZkK,Muziqal Tone,30655.0,34,['amapiano'],,
28793,4NnfyZ8ExJjtf6vuWHPoNl,Dre Guazzelli,11260.0,37,"['brazilian edm', 'brazilian house']",,
28794,5Fv0DQ1ZBuc2DlidtOUCZr,Loquillo,283489.0,52,"['cantautor', 'rock en espanol', 'rockabilly en espanol', 'spanish new wave', 'spanish pop', 'spanish rockabilly']",,
28795,1tdHPEu7gU9axrfswtGmhL,Seycara Orchestral,47533.0,45,['otacore'],,
28796,3fFMSweDNwFGyHcxjN7MWp,Oliverse,63432.0,46,"['dubstep', 'electro house', 'melodic dubstep']",,
28797,4kSLpKSzg2ATMHpJiRTS95,Rodrigo Ribeiro,774.0,31,[],,
28798,5dlDKfWqGuEpQgaizvuWYh,Androma,2581.0,43,['deep tropical house'],,
28799,2F1zAyMWQiaoJLiBw8LnLf,Exotique,56.0,30,[],,
28800,0LcAViiJ9BfynhOGfLSSty,Vita Valaguer,83.0,20,[],,
28801,26EC7tAx17ojaMTykrS44u,Pamela Spence,1906.0,43,['turkish rock'],,
28802,1SKIyebAAhyPaaFp4x1Vp0,More Giraffes,5478.0,38,[],,
28803,0gwiu2YjENIc80Dw6iaswA,Renjith Unni,417.0,50,[],,
28804,6YzSM19LzpLH0nVKKU6Jsy,Mc Daniel,14374.0,48,"['funk carioca', 'funk ostentacao']",,
28805,0Vdjr3zx7BK0sXJNfqbJ1w,Fernando Pisadinha,58284.0,32,"['forro', 'piseiro']",,
28806,1jSaZgaKHmgc7VTgML528r,Clap Your Hands Say Yeah,165434.0,45,"['alternative dance', 'alternative rock', 'brooklyn indie', 'chamber pop', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'philly indie', 'stomp and holler']",,
28807,2E0WuV49YeVlDWrmLf4jKK,Steve Kazee,8149.0,47,['broadway'],,
28808,3yNkh615RFz50gE4kRlXto,Banda AT,583.0,30,[],,
28809,6Z1agDWtABPGOGoWY0ZWyu,Motion,62.0,31,[],,
28810,1hwxSoe3ivkMKLFSyBCYWe,DJ Parafa,3601.0,31,['hungarian pop'],['hu (2)'],hu
28811,2Zf7Z858eZO0vVtnyVRDYh,David DiMuzio,4955.0,28,['vispop'],,
28812,1o9NpekVlXWUNVSkEwAq1k,Baby Flow,234.0,24,[],,
28813,3GMoVpWJy4smKuxFuFTwXC,Roger,136830.0,63,['funk'],,
28814,6MvRVq0CtpQQlwnIiszV8F,Magic System,197135.0,57,"['afropop', 'francoton', 'french pop', 'zouglou']","['be (1)', 'fr (1)']",be
28815,1ZjPqYngrwDa5ZqwAPcj5o,Shurik'n,123999.0,47,"['french hip hop', 'old school rap francais', 'rap conscient', 'rap inde', 'rap marseille']",,
28816,18yvYM7OTI5lLkbcz0Daio,Staff Benda Bilili,10656.0,20,"['afropop', 'desert blues', 'mande pop', 'world']",,
28817,5JbD3IL6449LrMT8ct6KTB,Richard Bedford,3543.0,47,[],,
28818,2cQ47iUYGq4lHTtQ5GKMr9,Dave202,4204.0,29,['hard trance'],,
28819,5SE2sfwTpxL2vXRdG6H5PM,Cerrone,66714.0,48,"['disco', 'disco house', 'hi-nrg', 'post-disco', 'vintage french electronic']",,
28820,0wqiIwWvYsOAcZdtJLMFO8,Ramya Bhat Abhyankar,2846.0,24,[],,
28821,6BVLQfvzlvlNZ43WjbFgbI,Jean Tonique,37533.0,48,"['filter house', 'indie soul', 'new french touch', 'nu disco']",,
28822,6fLrPFLWLSCrp7gcTZXcKb,Twin Shadow,202705.0,50,"['alternative dance', 'art pop', 'chillwave', 'dream pop', 'electropop', 'indietronica', 'metropopolis']",,
28823,7IrDIIq3j04exsiF3Z7CPg,Beenzino,187754.0,54,"['k-indie', 'k-rap', 'korean r&b']",,
28824,1JLLmatqNVWI9Ta5bIEvbl,Linema,173.0,36,[],,
28825,6UBcPgak1XnPIxPsce3Igb,MALIN,411.0,26,[],,
28826,1W2W85bJ8lG3g409Lm6goy,Zach Paradis,1811.0,32,[],,
28827,2mTmPVVrjt7SLOtJIaI9LY,Fancy Monster,2258.0,23,[],,
28828,7siQyTnoluMrmQ3VluhSsH,Travelle,2477.0,28,['scandipop'],['no (2)'],no
28829,3t2mi62L2FO64CmplSZddY,Money For Nothing,228.0,41,[],,
28830,0nxYnWBSm2ZCqaifKfmB8t,Micks,1202.0,25,['uk drill'],,
28831,3uf6b5TUEqzem0uWoxhl1G,Griminal,16291.0,26,['grime'],,
28832,2jd8FjsD7UAW4XTQU26n2X,Dope-A-Min,39.0,23,[],,
28833,0wuyuN4QuSuhweM4173t1m,Rj La Figura,100.0,26,[],,
28834,4DTvSNQv43222tg1K7C8k2,Kaspara,506.0,46,[],,
28835,11Jdq2gOTBhmfEYmFrZlue,Kris Lawrence,231997.0,45,['opm'],,
28836,2UfmoqkUtzpA0FeEfGnbWD,Komal Singh,16.0,29,[],,
28837,1JLB3JYl1p8ob8o5Y35bT6,Fintan,4110.0,29,['folk-pop'],,
28838,3AmWjMXXtBJOmNGpUFSOAl,Gang Of Four,193597.0,48,"['alternative rock', 'art punk', 'art rock', 'dance rock', 'experimental', 'funk rock', 'new wave', 'post-punk', 'punk', 'uk post-punk']",,
28839,34Bsd6kohYGNWw1zvqkVd5,Saiwariya,135.0,35,[],,
28840,4oEju6elvuvjARvor8R9j9,Electric Mantis,39397.0,34,"['future bass', 'vapor twitch']",,
28841,0pmAdq9BeeoOFJwh8EQdYn,MC Tubah,18085.0,20,['brega funk'],,
28842,4dgOZhSUVSW35l5Gwi83oU,Young Efe,285.0,30,[],,
28843,47oczcod6F5RvQVXD7hDV0,Miss P,366.0,27,[],,
28844,12HVwm3qt6gOkKhDoj00m4,Shilpi Raj,110314.0,61,[],,
28845,26gCJ5WEW50Iu4SyCd4Pdf,Burnout MacGyver,1812.0,29,[],,
28846,2faVKByk0IA651ICKyYYOa,Jenny And The Mexicats,209817.0,51,['latin alternative'],"['ar (1)', 'uy (1)']",ar
28847,27ZbiMM7xyzIzM68B6fS7q,Baby B,53.0,26,[],,
28848,4iVhFmG8YCCEHANGeUUS9q,Pretty Lights,550169.0,50,"['glitch hop', 'jazztronica', 'livetronica']",,
28849,4s8EHPyZqEOYgOPwgpdhmc,Kei,4852.0,31,['korean pop'],,
28850,0RwXnFrEoI8tltFvYpJgP6,Confidence Man,65912.0,48,['australian electropop'],,
28851,3W67ypTcvFeG5DqBKzLNCW,Kenneth Smith,346.0,26,['classical flute'],,
28852,0jbx51hrAITPKt71DQj4lt,Big Gemini,24669.0,33,"['chicano rap', 'latin hip hop', 'mexican hip hop', 'texas latin rap']",,
28853,4SBySq17NJZBCcFvushMNf,nourii,2061.0,50,[],,
28854,1Rkpur47uyZtgUCjtb02wh,ReliQium,797.0,33,[],,
28855,5Ld19xtpAR80G2boTcHaVx,Harrison Storm,131128.0,59,"['indie anthem-folk', 'indie folk', 'uk pop']",,
28856,0cGAKlRsOPxXPZijGW9ZuN,Black Kent,13687.0,29,['french hip hop'],,
28857,0QnbAn4YLO3az9wPgCimsW,Menzo,147.0,27,[],,
28858,4eQKo2fvEqEbdopHhSjlug,Kaleem Taylor,20452.0,47,"['pop r&b', 'trap soul', 'uk contemporary r&b']",,
28859,5M3ffmRiOX9Q8Y4jNeR5wu,Wren Evans,26609.0,47,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",['vn (3)'],vn
28860,0RMirruXjTtSl8fckjj6v9,Raj Shoker,38.0,34,[],,
28861,0gizY5GNZ4QV1vGB1bg0Gi,Cody Wise,4405.0,41,[],,
28862,03cKp5D84KyvDWUrTBovl4,Baby Music Center,2463.0,30,[],,
28863,3Yw1hzqrJkVzGIliYmCKvF,DJ Kiko El De Lo Alka,20.0,25,[],,
28864,0QODQ4TiVsOcGvWxk97Ylv,Calbo,772.0,37,[],,
28865,1BLB1WyIlAsBD2l6bQOEtN,Clandestino,110.0,21,[],,
28866,3Hb6T8dZd8WwLY89mHWmzc,Mainz Bach Choir,54.0,20,[],,
28867,0mGQaRvSrQc8oN3E3wG1am,Delon,2868.0,40,['indonesian worship'],,
28868,0DcI0zKWPbHyodxYLS8VT4,Just Ideas,1203.0,24,[],,
28869,2gtVnbrVpID8VrotZPOg2a,Tulsa,30071.0,48,"['latin rock', 'spanish indie pop', 'spanish modern rock', 'spanish noise pop']",,
28870,38ICMLYuHXcYd3HrZiEdds,Kalyani Nair,2035.0,47,['tamil pop'],,
28871,2tUGlReCZRMoRgl0IS79i3,No Mercy,49237.0,50,"['boy band', 'eurodance', 'hip house']",,
28872,0pMIyWZ9WFbOCVqRaavWhj,Stefario,967.0,30,['basshall'],,
28873,3Uw068YkwVlVqTZiRRggXy,Megami,249.0,21,[],,
28874,52aHqEQZ802daFzuMHfcES,El Cata,9069.0,54,[],,
28875,6GebWeCCtey5pbQepRYD6c,Adrenalize,35009.0,47,"['classic hardstyle', 'euphoric hardstyle', 'hardstyle', 'rawstyle']",,
28876,0GhHtFklzFecqyUl5mgQ8w,Equal,1804.0,22,[],,
28877,3oUe7sIQ7vuMOXYtffyT6R,Benjamin Northey,82.0,22,[],,
28878,38Ge46KyPYGGh1Bv6KULSD,Safario,6194.0,31,['norwegian pop rap'],,
28879,3NZuWa2TqpeGPWGISzX8E7,Daniele Baldelli,5122.0,30,['balearic'],,
28880,3k1eCPRO0dE0Q9YsRfh4vn,Vijay Deverakonda,30818.0,43,[],,
28881,5Tnc0TmTN1uW03NauLSvjq,Mosad,229.0,22,[],,
28882,0xpviNXW8uTS205NAe02Ff,Instituto Mexicano del Mariachi,844.0,26,[],,
28883,6a4KLb4BJJNm3uJVKNEvWP,GLDN,12799.0,27,[],['lu (1)'],lu
28884,18DEfDOq0MKiDApmoCXjpt,Proph,1072.0,30,[],,
28885,175rsyRzKsoKcbEDaqDuC6,Jaegen,994.0,33,['canadian hip hop'],,
28886,5PwuVLkbZ6WNRzX046RGi1,B JYUN.,8018.0,25,[],,
28887,2ORibfYGMt8fuIimSDCTq1,bamm,17676.0,47,"['thai pop', 'thai teen pop']",['th (2)'],th
28888,2NWuUOptHRTogSZghYspAE,Jack Dine,7626.0,55,[],,
28889,0etbSXXNUU5ryv8SxnYQht,Micky,923.0,28,[],,
28890,1lSYYojBSSgq0bgJ3vQErg,Orchestra del Teatro Comunale di Bologna,1905.0,48,['opera'],,
28891,579T5fNgfbDetyamUTAetw,S+C+A+R+R,16744.0,35,['new french touch'],,
28892,0273LWgX2nK0wZTlstKHys,Senna Gammour,8474.0,30,['frauenrap'],['de (2)'],de
28893,2Z170JsnAhxarvRzevMoQg,Bryan Myers,153.0,33,[],,
28894,0FjhTomUjkiKdg5qxgekD6,Mc Kaverinha,146258.0,43,"['funk carioca', 'funk ostentacao', 'funk paulista']",,
28895,3vPkCrXp2EfJaGcjQzTfHn,Lorena,8036.0,25,['spanish pop'],,
28896,6U9Xz6BOxbkbQpkSHvquzz,Funk Machine,3612.0,31,[],,
28897,7CSdLmKke7VFyb0ZJfl3W1,Heiakim,145349.0,48,['kawaii future bass'],,
28898,5iRHlWVQoS8kPIlZEBwA8K,Blu,1151.0,33,[],,
28899,04EppuwbkCAhuLAVvYbqDJ,Elji Beatzkilla,25084.0,46,"['kizomba', 'kizomba cabo-verdiana']",,
28900,0rTiwXDfk63MS7KqTRk8xY,Nils Faller,19.0,32,[],,
28901,4vY9b123XbRUQ8EsdORn5s,MC Guizinho SP,145.0,22,[],,
28902,4LOrm1TBDqZLEb087GKZTm,Stefano Keizers,225.0,24,[],,
28903,4LBa6kTLaQHiONCfTfTaXV,Toneshifterz,46829.0,55,"['classic hardstyle', 'euphoric hardstyle', 'hardstyle', 'rawstyle']",,
28904,1TRyeXs6NXHSFqoXHR1w5e,Balkan Bump,11416.0,34,['livetronica'],,
28905,3kLaFkY8dscdLove42grJF,Zera,45780.0,50,['turbo folk'],['at (1)'],at
28906,3ZKyADicHqelBDeADLutiu,Flyte,43641.0,47,"['english indie rock', 'indie folk', 'indie pop']",,
28907,556uJ3UBpGk6gtK89dOfZ2,Felix Ayo,1216.0,32,['violin'],,
28908,60d7XKY1qqY5cPnXOCVvo6,Diego Smith,12546.0,51,['trap chileno'],,
28909,0JROVv4P85ZVPFbaJIqAty,Kiro Akiyama,154991.0,49,"['anime', 'j-pop', 'j-rock']",['jp (2)'],jp
28910,4Ys2BviobiudpEXEgVtdlV,Deyvis Orosco,235180.0,45,"['cumbia peruana', 'pop peruano']",['pe (1)'],pe
28911,1N9scLdWZukQAQ0p4ZeUUx,Nikita Ahuja,920.0,36,[],,
28912,0OnzvOVLWvJVjsD3bfT5qZ,Threeeside,5389.0,26,[],,
28913,3EVIvUOdQq6byU8fIljO2e,SMBDY,2178.0,34,[],,
28914,0OtS8ueEJDd0RZnHdHOJDl,anaiis,15953.0,36,"['alternative r&b', 'chill r&b', 'indie r&b', 'uk contemporary r&b']",,
28915,3u2R8st1bb6zfBqNWceRXG,MOD SUN,251919.0,60,"['minnesota hip hop', 'pop punk', 'pop rap']",,
28916,4AwNnh5SdnB3VGSZ0GPG4H,Heavy D,227546.0,44,"['contemporary r&b', 'new jack swing', 'reggae fusion']",,
28917,144SRhmGzbrBhwKP0LJXPC,Preeti Uttam Singh,5102.0,28,[],,
28918,1BxVqY0zR8ymT4bLg6abA3,L30,435.0,38,[],,
28919,2fmAUYDODPfZav0wlyGnNb,Karinah,2240.0,41,['pagode novo'],,
28920,0cgg2Tn4F1tzjsRGX5OzQG,HitBoy,365.0,29,[],,
28921,71tiWMKZ5wpl6E0BdwVQza,BLACHA,387859.0,63,"['polish hip hop', 'polish trap']",['pl (14)'],pl
28922,79WesJjDmCUqObjbE0mNyA,Misumi,12534.0,33,['vocaloid'],,
28923,6BMQo3hxi4qwLiZpHKK5iL,A.B. Quintanilla III Y Los Kumbia Kings,55848.0,61,['tejano'],['mx (1)'],mx
28924,7a9gFzWS5uEHtbNNgA6xyM,D.OZi,194154.0,51,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",,
28925,5ZoVDOQ7QxFSqawoJdb6nL,Sliwa,30968.0,42,"['polish alternative rap', 'polish hip hop', 'rap uliczny']",,
28926,2n0Qz7ZvKS6kwjPuj9sW4H,Senex,905.0,50,[],,
28927,26fmgj9vUob3WnTDojZxBw,Lord Gasp,17980.0,41,"['dark trap', 'viral rap']",,
28928,3NihuCqYN60ygI9fkhZJOM,MC Rennan,52.0,25,[],,
28929,5Gi9FP1m5OCW7sYwetsUBd,Marvin Game,93769.0,44,"['deep german hip hop', 'german cloud rap', 'german hip hop', 'german trap']",,
28930,0eCneJhmArVmpFfgDUt4kn,Per QX,922.0,28,"['funky house', 'swedish electronic']",,
28931,3GVijnoyMOcdVudcDvMrz5,Logan Henderson,73880.0,33,"['la pop', 'teen pop']",,
28932,1p6wR69pnH9LBWZvwliuz2,Carl Maria von Weber,41183.0,45,"['classical', 'classical era', 'early music', 'early romantic era', 'german romanticism']",,
28933,475ysTPd5Bci0mElQUcYak,Ifimay,627.0,30,[],,
28934,5Z6zCBwvMUJ15UAOsSBKHY,Pyramids,767.0,26,[],['nl (1)'],nl
28935,5C1tex8vm00yFKTitiOnMU,why mona,42648.0,60,['la pop'],"['in (1)', 'sa (1)', 'tr (1)']",in
28936,1tJnPDE5oPDB6ZqMsCTTYx,PatrickReza,24659.0,49,['la pop'],,
28937,1MIeDvwSEypeVjyu3buPFx,QCLTUR,861.0,27,['hip hop quebecois'],,
28938,3MqTW7hSRkZaL5sMCSHFO9,Fifi Cooper,8196.0,20,['south african hip hop'],,
28939,2ruK3qV0Hh4XcpNqeQB3I2,Francois Le Roux,267.0,31,[],,
28940,726tAAHoBnNpFvjHLZHsN4,Miszel,40818.0,61,['polish hip hop'],['pl (2)'],pl
28941,4I4iP1ZXPT2eLo3R4cBPig,Mc Sapao,239082.0,39,"['funk carioca', 'funk das antigas', 'funk melody', 'funk ostentacao']",['br (1)'],br
28942,2oj7BX9dpF9kpfLM5dld7s,Chris River,5805.0,28,[],,
28943,2qRuaDWwIPdxIrICW9RYhi,MANTRA,3754.0,41,[],,
28944,1NKxtmaJSl8sNwCwAhNbdl,Lemon Haze,19322.0,42,"['french hip hop', 'pop urbaine', 'rap francais']",,
28945,7Chevtnmm3oUuJmkQaCjfA,Hedi Yunus,9840.0,31,['indonesian pop'],,
28946,6g2VFISr826urqgxtD0uXX,8Ball,4974.0,33,"['dakke dak', 'danish pop']",['dk (2)'],dk
